29	1745	0.025
29	5094	0.236
29	9547	0.261
29	10938	0.342
34	323	0.008
34	13152	0.077
34	13611	0.076
41	3941	0.217
46	173	0.014
46	2338	0.008
49	685	0.202
49	1550	0.017
49	1603	0.206
49	2061	0.049
49	3513	0.265
49	3514	0.268
49	3515	0.274
49	3637	0.04
49	4872	0.251
49	6309	0.053
49	7471	0.224
49	8808	0.206
49	13089	0.208
49	16366	0.251
49	16660	0.206
49	17446	0.206
49	17988	0.202
49	19897	0.217
49	20205	0.207
50	18726	0.482
52	248	0.288
52	11629	0.133
53	1047	0.137
53	2383	0.213
53	6078	0.129
53	6154	0.478
53	10653	0.153
53	12107	0.484
53	17551	0.335
53	18167	0.2
55	5399	0.222
55	6171	0.211
55	8731	0.237
55	12086	0.233
60	702	0.125
60	704	0.155
60	788	0.137
60	838	0.097
60	839	0.113
60	1054	0.156
60	1130	0.134
60	1131	0.118
60	1230	0.168
60	1231	0.17
60	1232	0.156
60	1233	0.17
60	1234	0.176
60	1235	0.174
60	1236	0.183
60	1858	0.137
60	2284	0.154
60	2415	0.155
60	2552	0.166
60	2577	0.195
60	2578	0.161
60	2724	0.129
60	2912	0.123
60	3784	0.124
60	5013	0.102
60	5253	0.066
60	5254	0.065
60	5256	0.07
60	5549	0.087
60	5686	0.142
60	5800	0.135
60	5801	0.146
60	5889	0.105
60	6089	0.077
60	6090	0.079
60	6818	0.162
60	6987	0.147
60	7127	0.064
60	7162	0.103
60	7629	0.11
60	8090	0.123
60	8885	0.135
60	10098	0.101
60	11045	0.107
60	11239	0.065
60	11248	0.075
60	11353	0.122
60	11361	0.069
60	11563	0.091
60	11909	0.158
60	12238	0.068
60	12593	0.107
60	13046	0.117
60	13075	0.168
60	13262	0.107
60	13439	0.107
60	13492	0.101
60	13762	0.174
60	13988	0.099
60	13990	0.099
60	14460	0.168
60	14461	0.163
60	15310	0.162
60	15329	0.179
60	15340	0.065
60	15342	0.065
60	16259	0.095
60	16455	0.091
60	17133	0.096
60	17157	0.093
60	18210	0.103
60	18215	0.111
60	18882	0.107
60	19001	0.114
60	19917	0.148
62	237	0.079
62	284	0.082
62	399	0.129
62	438	0.159
62	609	0.112
62	610	0.094
62	622	0.139
62	629	0.094
62	667	0.093
62	821	0.169
62	976	0.088
62	1157	0.157
62	1292	0.117
62	1303	0.089
62	1318	0.134
62	1425	0.123
62	1445	0.109
62	1462	0.095
62	1554	0.16
62	1709	0.116
62	1873	0.107
62	1956	0.149
62	2065	0.083
62	2101	0.127
62	2280	0.152
62	2769	0.077
62	2772	0.092
62	2786	0.065
62	3049	0.17
62	3112	0.147
62	3324	0.118
62	3528	0.121
62	3765	0.133
62	3813	0.109
62	3847	0.108
62	3886	0.117
62	3905	0.144
62	4305	0.086
62	4710	0.053
62	4871	0.131
62	4893	0.121
62	5387	0.065
62	5445	0.151
62	5495	0.114
62	5569	0.093
62	5660	0.135
62	5676	0.117
62	5744	0.082
62	6104	0.081
62	6202	0.141
62	6208	0.102
62	6427	0.107
62	6627	0.063
62	6786	0.161
62	6889	0.103
62	6968	0.152
62	7240	0.026
62	7410	0.133
62	7578	0.091
62	8133	0.113
62	8179	0.129
62	8356	0.095
62	8946	0.111
62	9158	0.024
62	9241	0.072
62	9318	0.088
62	9752	0.087
62	9829	0.09
62	9932	0.086
62	10596	0.071
62	10624	0.117
62	10656	0.15
62	10731	0.163
62	10786	0.098
62	10807	0.064
62	10842	0.076
62	11086	0.055
62	11517	0.05
62	11783	0.13
62	11974	0.109
62	12077	0.054
62	12607	0.075
62	12671	0.152
62	13431	0.105
62	14040	0.065
62	14082	0.083
62	14121	0.121
62	14162	0.119
62	14379	0.093
62	14380	0.094
62	14474	0.08
62	14561	0.079
62	14817	0.158
62	14860	0.054
62	15138	0.089
62	15444	0.064
62	15456	0.079
62	15487	0.069
62	15554	0.112
62	16205	0.065
62	16547	0.091
62	16651	0.07
62	16789	0.163
62	17538	0.112
62	17577	0.093
62	17663	0.102
62	17762	0.085
62	17950	0.12
62	18142	0.076
62	18412	0.118
62	18455	0.113
62	18748	0.108
62	18824	0.146
62	19116	0.131
62	19230	0.103
62	19242	0.08
62	19299	0.068
62	19402	0.081
62	19451	0.079
62	19580	0.066
62	19656	0.074
62	19661	0.079
62	20032	0.078
62	20207	0.078
62	20220	0.078
62	20243	0.084
62	20291	0.074
62	20307	0.131
62	20353	0.078
62	20447	0.078
62	20513	0.078
62	20549	0.079
62	20582	0.089
71	1178	0.2
71	2735	0.062
71	3878	0.087
71	4022	0.226
71	5276	0.224
71	5533	0.203
71	5558	0.208
71	6007	0.202
71	6171	0.274
71	10468	0.087
71	10879	0.068
71	11544	0.072
71	12775	0.053
71	13403	0.222
71	14586	0.216
71	14758	0.226
71	14905	0.224
71	15095	0.209
71	16396	0.217
71	16416	0.291
71	18570	0.216
71	19096	0.231
71	19157	0.105
71	19502	0.216
72	101	0.156
72	2133	0.196
72	2135	0.122
72	2136	0.122
72	2137	0.113
72	2763	0.121
72	2927	0.17
72	3833	0.098
72	3867	0.05
72	4426	0.096
72	5742	0.128
72	7110	0.103
72	7406	0.143
72	7570	0.097
72	7897	0.15
72	8192	0.124
