,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1,1.0,0.19329909474468487,0.04173117979319328,0.10856517129640934,0.052215243098740385,0.15507392047639157,0.0232922616701021,0.0,0.02848072362955307,0.08642601310340345,0.05874585568062972,0.09141067127653281,0.12608773479144036,0.0,0.06104669517478176,0.04990342564681698,0.07331686720387562,0.032603476423098875,0.036473947552327385,0.04727957585175468,0.041298684478037834,0.04486287414060149,0.033123446990462026,0.0
2,0.19311409309759764,1.0,0.03623836041520673,0.05425695542770904,0.023505423155935536,0.035679946571261924,0.06386103183589503,0.028880288077977073,0.25133313759275316,0.11043981214927792,0.0,0.04067512500666673,0.060308518240772234,0.0,0.04039656545149317,0.035814100022233224,0.029626742997668674,0.014871139773054974,0.018087980352180642,0.007991670589975516,0.03710851582855559,0.016316819792529965,0.0,0.019394921836347893
3,0.041715376842186486,0.036256943587471134,1.0,0.137925491126363,0.0,0.03205338841320499,0.14309389958068477,0.02713357321343601,0.08559181402417373,0.08560266723141746,0.09008471960625766,0.05237285865460339,0.10022072395846508,0.0,0.07596698874739194,0.0292148191788565,0.08840111707975165,0.009503782464597961,0.007556745078851817,0.0,0.09739558170077739,0.009930086248090345,0.017651496877260878,0.036515064193384315
4,0.10855553200940268,0.05430253243309822,0.1379685225386548,1.0,0.0,0.0976012441878287,0.3006011943813011,0.015592154941057892,0.13017324815897097,0.1605346662451461,0.04117659719298201,0.08096950760112295,0.12820997691090585,0.0,0.0438712798182857,0.16552116043437795,0.04635454139447421,0.09094753423382038,0.0452030564199189,0.09866726758781848,0.21194101049855377,0.024957277917112594,0.028860621133479,0.03748813770210312
5,0.05214051078570454,0.0234953359406879,0.0,0.0,1.0,0.04602255692026581,0.0,0.01574491348518681,0.06010224082287066,0.0833097997067395,0.012863591936539808,0.042674595947942366,0.06437944020042785,0.00012702524672501532,0.018694994750147822,0.02056483835062567,0.03694555197175901,0.0,0.019662263131890415,0.019311630916856608,0.02992789997342748,0.01579897598910255,0.018931207786648058,0.023331743174872493
6,0.1550675823763106,0.03571005572616851,0.03206380830973177,0.09760592996940452,0.04608597547386039,1.0,0.09597923966888872,0.1144396408512911,0.030329717532919742,0.01007517858264632,0.08727174745856076,0.05510180347398771,0.10901768447045387,0.0,0.0,0.022864887154959643,0.0,0.0,0.0,0.0290890371585705,0.0,0.0,0.006920115647928238,0.024124148429532425
7,0.023294432800160296,0.0639283403714061,0.14316863439016236,0.30066463562473317,0.0,0.09599465380440153,1.0,0.050176344717523885,0.06225537038912541,0.18648811765580253,0.024093036324763794,0.03243022675215885,0.22973371498335043,0.0,0.06788694143761625,0.11280200786936016,0.1398273869406863,0.06976481101641958,0.06925145352687045,0.061823316758912915,0.19245880481479713,0.008315432798179694,0.014512848581557861,0.0
8,0.0,0.028892221067250954,0.02713160033253788,0.015588630189439269,0.015754045139941265,0.11438891122365413,0.05014709575328654,1.0,0.03907732503453065,0.08512871377128263,0.0411840133859995,0.023675117559474115,0.011319313624081685,0.0,0.015274622481724813,0.0,0.02115215050974887,0.02035281622974674,0.00840433693989029,0.0,0.0018624003320500666,0.012909373768384639,0.0,0.0
9,0.02847956580528065,0.25156239994241064,0.0856218798848778,0.13017876662894753,0.060186497870671644,0.03032955977218858,0.06224520272487473,0.03909337640734971,1.0,0.09837042117227371,0.011146090208883132,0.07401124083000314,0.07916606815809764,0.0,0.08842219459503463,0.06764040453579039,0.05699225236571904,0.017201782366763552,0.01950644225684928,0.053888816400384155,0.0615387034935791,0.052986958249585055,0.03549362266803913,0.07537253472905837
10,0.0864329868199035,0.11055397195096657,0.0856436060392296,0.1605620912644493,0.08343884266683804,0.010075038368792089,0.1864807388148824,0.0851765335961266,0.09838295417439541,1.0,0.0730763811609091,0.09706837847727762,0.3757504673020983,0.0,0.06510986212035247,0.016678193660706848,0.09887760948444552,0.025520316863483477,0.0075642204006174975,0.02669258906868799,0.24089562858014116,0.0,0.023738499044938657,0.01725026656786199
